experiment_id,strain_name,species,assembly,culture_type,fermentation_type,reactor_scale,search_stage,replicate_id,batch_id,experiment_date,carbon_source,nitrogen_source,glucose_g_L,sucrose_g_L,maltose_g_L,total_carbon_g_L,ammonium_g_L,nitrate_g_L,yeast_extract_g_L,total_nitrogen_g_L,phosphate_g_L,sulfate_g_L,magnesium_g_L,calcium_g_L,trace_mix_x,vitamin_mix_x,pH,temperature_C,mixing,rpm,agar_percent,inoculum_g_L,incubation_time_h,feasible_growth,growth_rate_h_inv,fba_growth_proxy,biomass_g_L,glucose_uptake_proxy,nitrogen_uptake_proxy,phosphate_uptake_proxy,sulfate_uptake_proxy,fva_range_proxy,biomass_yield_g_per_g_carbon,organic_acid_g_L,ethanol_g_L,other_byproducts_g_L,total_byproducts_g_L,clean_score,is_synthetic,notes,growth_norm,biomass_norm,yield_norm,byproduct_penalty_norm,overall_rank_score,rank_within_strain
SYN0045,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,3,B3,2026-01-24,glucose,nitrate,13.11,0.0,0.0,13.11,0.0,1.3,0.0,1.3,3.53,1.02,0.438,0.483,1.93,1.73,5.7,36.1,medium,181,0.0,0.228,24,0,0.041077,0.042597,0.252348,10.163997,0.768872,2.217414,0.605065,0.131484,0.019249,0.212599,0.05654,0.060654,0.329793,0.433483,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.11202685786440705,0.08853144689281453,0.16876057548154058,0.014091373371976973,0.100425,14
SYN0046,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,screen,3,B4,2026-01-15,glucose,ammonium,25.7,0.0,0.0,25.7,1.31,0.0,0.0,1.31,3.07,0.78,0.503,0.03,0.98,1.09,4.02,25.0,medium,179,0.0,0.254,24,0,2.9e-05,3e-05,0.000208,21.594947,0.917208,1.537692,0.2438,0.301319,8e-06,0.594132,0.061184,0.269655,0.924971,0.000225,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,7.908997439121173e-05,7.297280324672841e-05,7.013790866290845e-05,0.0889314238858486,-0.022166,159
SYN0047,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,screen,1,B5,2026-01-16,glucose,yeast_extract,32.09,0.0,0.0,32.09,0.0,0.0,0.55,0.33,4.22,1.68,0.112,0.039,1.69,0.4,6.89,31.1,medium,176,0.0,0.558,48,0,0.0,0.0,0.0,29.208026,0.263256,2.702938,1.077828,0.259859,0.0,1.466714,0.386534,1.752163,3.605412,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.4259807433154186,-0.106495,180
SYN0048,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,1,B4,2026-01-11,maltose,yeast_extract,0.0,0.0,31.97,31.97,0.0,0.0,7.78,4.668,3.23,0.99,0.376,0.199,0.79,0.84,3.79,34.5,medium,181,0.0,0.135,96,0,0.00078,0.000794,0.005216,29.759373,4.163937,1.397705,0.314019,0.214456,0.000163,0.211487,0.125916,0.176232,0.513635,0.010054,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0021272475870739707,0.001829933373725651,0.0014290598890067596,0.03720839813863701,-0.007631,119
SYN0049,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,2,B6,2026-01-08,glucose,ammonium,23.78,0.0,0.0,23.78,1.53,0.0,0.0,1.53,3.64,1.25,0.694,0.475,0.76,0.27,5.12,37.1,medium,181,0.0,0.265,72,0,0.002246,0.002302,0.015089,20.607083,0.931932,2.467317,0.457208,0.247428,0.000635,0.345071,0.116657,0.170319,0.632046,0.023316,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.006125382154574537,0.005293685712451371,0.005567196500118358,0.05209786855151863,-0.007914,124
SYN0050,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,3,B3,2026-01-08,glucose,ammonium,19.59,0.0,0.0,19.59,3.08,0.0,0.0,3.08,2.01,0.18,0.483,0.122,1.31,0.2,5.24,36.3,medium,190,0.0,0.982,24,0,0.00265,0.002832,0.018741,14.776778,2.408207,1.176149,0.114517,0.222387,0.000957,0.193542,0.071837,0.139139,0.404518,0.044279,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0072271873150590036,0.0065749197386871985,0.008390247323800422,0.023487592275647902,0.000637,85
SYN0051,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,refine,1,B5,2026-01-14,glucose,ammonium,11.46,0.0,0.0,11.46,4.57,0.0,0.0,4.57,0.76,0.44,0.509,0.376,1.8,0.62,7.04,24.5,low,119,0.0,0.155,48,0,0.001057,0.001085,0.006725,7.95585,2.950851,0.348017,0.151601,0.178708,0.000587,0.402407,0.06084,0.252211,0.715457,0.009312,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.002882693204534855,0.002359337028049272,0.005146369048140907,0.06258629966525696,-0.012783,140
SYN0052,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,1,B5,2026-01-17,sucrose,nitrate,0.0,29.45,0.0,29.45,0.0,2.91,0.0,2.91,3.73,0.52,0.301,0.096,0.99,0.84,6.28,27.0,medium,185,0.0,0.279,24,0,0.050697,0.049609,0.356144,24.823391,2.483715,2.609472,0.26766,0.252952,0.012093,0.159562,0.076835,0.14279,0.379187,0.484332,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.13826291143831934,0.12494627903607138,0.10602221618256898,0.02030237151888794,0.108252,10
SYN0053,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,refine,3,B1,2026-01-20,maltose,yeast_extract,0.0,0.0,19.32,19.32,0.0,0.0,4.06,2.436,1.95,1.16,0.451,0.42,0.31,0.53,6.64,37.9,high,230,0.0,0.803,96,0,0.002514,0.002379,0.016934,14.275353,1.484571,0.815714,0.371526,0.195674,0.000876,0.220323,0.098487,0.095417,0.414227,0.039274,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.006856282607569183,0.005940968510481245,0.007680100998588475,0.024708440577230255,-0.000162,87
SYN0054,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,refine,3,B2,2026-01-21,maltose,ammonium,0.0,0.0,29.36,29.36,1.88,0.0,0.0,1.88,4.13,0.32,0.549,0.409,0.55,0.62,4.48,28.9,medium,173,0.0,0.966,48,0,0.002355,0.002357,0.018031,27.839837,1.059428,1.746161,0.154118,0.250628,0.000614,0.38453,0.059302,0.196477,0.64031,0.027389,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.006422651368665642,0.006325829881450769,0.005383084489878223,0.053137016802036356,-0.007746,120
SYN0055,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,1,B3,2026-01-07,maltose,ammonium,0.0,0.0,10.86,10.86,2.7,0.0,0.0,2.7,2.26,1.73,0.521,0.348,1.97,0.88,6.92,25.9,high,233,0.0,0.433,72,0,0.014858,0.015084,0.086551,10.015977,2.243571,1.00143,0.684988,0.22458,0.00797,0.176351,0.062071,0.196354,0.434776,0.166021,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0405213392932629,0.030364755258690344,0.06987489150542253,0.02729235362174727,0.031962,40
SYN0056,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,screen,3,B2,2026-01-12,glucose,ammonium,16.98,0.0,0.0,16.98,0.6,0.0,0.0,0.6,0.9,1.3,0.631,0.113,1.84,1.72,4.34,22.8,high,247,0.0,0.856,48,0,0.0,0.0,1e-06,15.502798,0.440766,0.549603,0.76333,0.249215,0.0,0.62709,0.255131,0.191101,1.073322,1e-06,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,3.5083078484004044e-07,0.0,0.10758566905919738,-0.026896,165
SYN0057,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,screen,1,B4,2026-01-19,sucrose,ammonium,0.0,22.48,0.0,22.48,2.61,0.0,0.0,2.61,3.58,1.83,0.212,0.371,1.39,1.09,6.44,37.4,high,240,0.0,0.229,96,0,0.025428,0.024896,0.174952,20.516635,1.694981,2.240104,0.794173,0.224568,0.007783,0.216997,0.109043,0.114849,0.440889,0.284086,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.06934827133861145,0.06137854746933476,0.06823541789042706,0.028061026571337636,0.052386,29
SYN0058,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,1,B3,2026-01-07,maltose,yeast_extract,0.0,0.0,24.75,24.75,0.0,0.0,6.67,4.002,0.31,0.48,0.575,0.286,1.04,0.2,6.7,22.5,medium,182,0.0,0.381,96,0,0.000947,0.000952,0.007111,20.032349,3.292623,0.135158,0.182765,0.182436,0.000287,0.282993,0.092422,0.088521,0.463936,0.015095,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0025826967499475006,0.002494757710997528,0.0025161974732818403,0.030959048077833513,-0.005459,105
SYN0059,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,refine,2,B5,2026-01-26,glucose,yeast_extract,19.28,0.0,0.0,19.28,0.0,0.0,3.71,2.226,2.95,0.44,0.713,0.408,0.76,1.2,7.1,36.4,high,241,0.0,0.184,48,0,0.005681,0.006008,0.036876,13.298623,1.868814,1.631598,0.25126,0.253276,0.001913,0.162754,0.027093,0.231759,0.421605,0.08043,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.015493453259188755,0.012937236021761332,0.016771727409017983,0.02563617966148966,0.006896,71
SYN0060,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,3,B5,2026-01-12,sucrose,yeast_extract,0.0,15.38,0.0,15.38,0.0,0.0,3.85,2.31,0.93,1.6,0.223,0.085,0.57,1.7,6.04,35.7,low,119,0.0,0.364,72,0,0.011734,0.011535,0.071773,12.554474,1.773275,0.524164,0.829186,0.251882,0.004667,0.246929,0.043208,0.106256,0.396393,0.153307,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.032001439982982015,0.025180177920324225,0.04091670246622422,0.022465922438346782,0.02258,49
SYN0061,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,2,B1,2026-01-22,glucose,nitrate,17.27,0.0,0.0,17.27,0.0,0.89,0.0,0.89,1.16,0.91,0.599,0.126,1.68,1.14,5.25,30.0,medium,179,0.0,0.772,96,0,0.003563,0.003573,0.02389,16.00075,0.643227,0.596138,0.579461,0.146547,0.001383,0.357862,0.040325,0.228262,0.626449,0.036735,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.00971715788813405,0.008381347449828568,0.012125090960100296,0.05139407949559563,-0.004089,99
SYN0062,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,screen,2,B1,2026-01-19,glucose,ammonium,28.08,0.0,0.0,28.08,4.51,0.0,0.0,4.51,0.34,1.16,0.14,0.471,0.42,1.29,5.87,28.6,high,239,0.0,0.36,48,0,0.050803,0.047794,0.36921,20.361648,2.895442,0.188311,0.75137,0.223311,0.013149,0.194057,0.080124,0.046617,0.320798,0.535081,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.1385519989309217,0.12953023407079134,0.11528042012607288,0.01296030627209715,0.113645,9
SYN0063,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,2,B6,2026-01-10,maltose,ammonium,0.0,0.0,20.86,20.86,5.06,0.0,0.0,5.06,1.5,0.91,0.789,0.493,1.82,1.62,4.69,30.8,medium,174,0.0,0.306,48,0,0.046716,0.046732,0.320411,18.88156,3.573366,0.644631,0.51485,0.241803,0.01536,0.198721,0.051278,0.191539,0.441539,0.420515,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.12740576702275336,0.11241004260138221,0.13466478463278422,0.02814276015832173,0.103833,11
SYN0064,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,screen,1,B4,2026-01-25,sucrose,ammonium,0.0,6.95,0.0,6.95,0.71,0.0,0.0,0.71,2.7,0.09,0.682,0.086,1.25,0.94,3.77,34.8,high,235,0.0,0.471,24,0,2.9e-05,2.9e-05,0.000171,5.767305,0.627357,1.41189,0.036459,0.20151,2.5e-05,0.174202,0.039937,0.226866,0.441004,0.000387,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,7.908997439121173e-05,5.999206420764692e-05,0.00021918096457158891,0.028075487129034828,-0.006926,116
SYN0065,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,screen,1,B3,2026-01-14,glucose,ammonium,5.55,0.0,0.0,5.55,2.86,0.0,0.0,2.86,2.97,1.24,0.626,0.407,1.45,0.3,5.73,25.9,low,124,0.0,0.501,48,0,0.004113,0.004246,0.021219,3.637238,2.498887,2.02903,0.377231,0.237647,0.003823,0.318462,0.125363,0.089323,0.533148,0.038277,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.011217140161070824,0.007444278423520818,0.033517153102287374,0.03966204041989938,0.003319,79
SYN0066,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,exploit,1,B4,2026-01-23,maltose,yeast_extract,0.0,0.0,30.49,30.49,0.0,0.0,4.99,2.994,2.84,0.86,0.466,0.085,1.51,0.24,6.64,29.6,medium,171,0.0,0.743,48,0,0.020693,0.020442,0.157729,26.533737,1.872254,1.848404,0.371838,0.191998,0.005173,0.160715,0.037505,0.201129,0.399349,0.283136,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.05643478758887394,0.055336188862034744,0.04535292518915317,0.022837621643154428,0.042481,34
SYN0067,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,1,B2,2026-01-03,maltose,ammonium,0.0,0.0,34.62,34.62,1.24,0.0,0.0,1.24,0.58,1.36,0.285,0.045,1.0,1.53,4.74,35.5,medium,184,0.0,0.321,72,0,1e-06,1e-06,6e-06,24.08884,0.98039,0.212617,0.544419,0.211873,0.0,0.489402,0.288753,0.49378,1.271934,5e-06,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,2.7272404962486803e-06,2.104984709040243e-06,0.0,0.13255993241009587,-0.033138,171
SYN0068,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,1,B2,2026-01-12,glucose,ammonium,23.43,0.0,0.0,23.43,2.49,0.0,0.0,2.49,3.0,0.26,0.031,0.132,0.97,0.85,4.9,30.5,medium,170,0.0,0.82,24,0,0.007401,0.007522,0.051187,19.456549,2.03519,1.349048,0.149668,0.225998,0.002185,0.131577,0.071508,0.143092,0.346176,0.128816,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.020184306912736483,0.017957975383607154,0.01915641630355687,0.01615143699591596,0.013143,60
SYN0069,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,screen,2,B3,2026-01-27,sucrose,yeast_extract,0.0,9.4,0.0,9.4,0.0,0.0,2.82,1.692,4.45,0.08,0.373,0.423,0.72,1.01,5.26,24.1,low,121,0.0,0.979,96,0,0.001705,0.001705,0.00967,6.839916,1.229392,2.896219,0.036551,0.19614,0.001029,0.183478,0.090767,0.110327,0.384573,0.024529,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.004649945046104,0.0033925336894031913,0.009021488501766598,0.020979628595036104,-0.000626,90
SYN0070,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,3,B6,2026-01-07,glucose,yeast_extract,14.04,0.0,0.0,14.04,0.0,0.0,0.44,0.264,1.88,0.44,0.55,0.099,1.38,0.6,4.79,33.5,medium,173,0.0,0.387,48,0,0.0,0.0,0.0,9.648027,0.167234,1.149599,0.152136,0.183259,0.0,1.169276,0.223529,0.49304,1.885845,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.20975554490084897,-0.052439,175
SYN0071,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,2,B5,2026-01-20,maltose,yeast_extract,0.0,0.0,15.25,15.25,0.0,0.0,1.47,0.882,2.43,1.09,0.159,0.31,0.13,1.86,3.65,23.7,low,130,0.0,0.301,48,0,2e-06,2e-06,1.4e-05,10.027813,0.547493,1.49403,0.704994,0.232218,1e-06,0.365561,0.092501,0.327162,0.785223,1.8e-05,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,5.4544809924973605e-06,4.9116309877605665e-06,8.767238582863556e-06,0.07135895417222926,-0.017834,151
SYN0072,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,screen,1,B5,2026-01-02,maltose,ammonium,0.0,0.0,30.33,30.33,5.41,0.0,0.0,5.41,2.07,1.55,0.649,0.161,1.87,0.28,6.35,23.5,medium,186,0.0,0.995,24,0,0.007957,0.008008,0.061351,20.100825,3.824197,0.916647,0.678059,0.230666,0.002023,0.294239,0.033724,0.156734,0.484697,0.112354,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.021700652628650754,0.021523819480721323,0.017736123653132974,0.033569618846105334,0.010283,66
SYN0073,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,3,B3,2026-01-22,glucose,yeast_extract,20.08,0.0,0.0,20.08,0.0,0.0,3.46,2.076,1.31,1.03,0.138,0.182,1.18,0.89,4.45,37.5,high,236,0.0,0.833,96,0,0.001643,0.001705,0.01062,18.651904,1.225494,0.717031,0.568935,0.216989,0.000529,0.194908,0.103845,0.187309,0.486062,0.021381,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.004480856135336582,0.0037258229350012294,0.004637869210334821,0.033741259378771926,-0.004635,102
SYN0074,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,screen,2,B4,2026-01-09,glucose,nitrate,24.89,0.0,0.0,24.89,0.0,1.06,0.0,1.06,4.23,1.79,0.165,0.168,1.22,1.46,4.08,23.7,high,235,0.0,0.471,48,0,6e-06,6e-06,4.6e-05,18.528495,0.714766,2.150353,0.797725,0.197848,2e-06,0.420293,0.081309,0.615225,1.116827,4.1e-05,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,1.6363442977492082e-05,1.613821610264186e-05,1.7534477165727112e-05,0.11305616090803249,-0.028249,166
SYN0075,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,2,B1,2026-01-17,glucose,yeast_extract,24.61,0.0,0.0,24.61,0.0,0.0,2.84,1.704,3.02,0.23,0.761,0.377,1.76,0.36,4.86,30.6,medium,170,0.0,0.354,24,0,0.007673,0.007676,0.052507,18.546466,1.255621,1.872857,0.099499,0.212497,0.002134,0.213792,0.053504,0.25531,0.522606,0.091299,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.020926116327716127,0.018421072019596006,0.018709287135830827,0.03833644738299743,0.007929,69
SYN0076,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,3,B5,2026-01-10,sucrose,yeast_extract,0.0,17.87,0.0,17.87,0.0,0.0,5.65,3.39,4.44,0.94,0.092,0.285,0.34,1.53,6.18,35.9,medium,171,0.0,0.532,72,0,0.015481,0.01575,0.110821,15.09156,2.363094,1.846314,0.393539,0.284175,0.006202,0.131871,0.058911,0.174584,0.365365,0.232727,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.042220410122425826,0.038879418406758126,0.054374413690919776,0.018564338227666264,0.034619,39
SYN0077,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,3,B5,2026-01-03,sucrose,ammonium,0.0,13.77,0.0,13.77,5.84,0.0,0.0,5.84,3.25,1.24,0.26,0.157,0.18,1.48,3.52,33.7,high,234,0.0,0.091,72,0,3.4e-05,3.4e-05,0.000212,12.660634,5.245799,1.22707,0.538953,0.252535,1.5e-05,0.270275,0.09324,0.240595,0.60411,0.00035,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,9.272617687245514e-05,7.437612638608857e-05,0.00013150857874295334,0.04858508472692243,-0.012061,137
SYN0078,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,screen,1,B5,2026-01-24,glucose,ammonium,32.58,0.0,0.0,32.58,0.58,0.0,0.0,0.58,0.49,0.84,0.083,0.139,1.97,0.5,5.62,30.0,medium,180,0.0,0.238,48,0,0.0,0.0,0.0,21.852774,0.353575,0.183357,0.465997,0.24913,0.0,1.145949,0.460182,0.451492,2.057623,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.2313555942930843,-0.057839,176
SYN0079,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,3,B6,2026-01-03,glucose,nitrate,5.71,0.0,0.0,5.71,0.0,0.72,0.0,0.72,3.87,0.51,0.448,0.219,1.61,1.03,7.16,24.4,high,231,0.0,0.526,24,0,0.001403,0.00142,0.007903,4.604732,0.512481,1.797284,0.207528,0.286861,0.001384,0.251321,0.046442,0.154608,0.452371,0.01717,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0038263184162368987,0.0027726156925908397,0.012133858198683161,0.029504818949416596,-0.00264,95
SYN0080,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,1,B4,2026-01-17,glucose,ammonium,25.82,0.0,0.0,25.82,5.15,0.0,0.0,5.15,1.22,0.34,0.027,0.033,1.55,1.98,6.27,23.1,medium,172,0.0,0.093,72,0,0.002511,0.002458,0.01646,21.08401,3.907592,0.7653,0.191616,0.264807,0.000638,0.285274,0.044738,0.110652,0.440664,0.036008,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0068481008860804375,0.005774674718467066,0.005593498215866949,0.02803273417584315,-0.001472,91
SYN0081,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,refine,3,B2,2026-01-25,maltose,yeast_extract,0.0,0.0,32.96,32.96,0.0,0.0,5.52,3.312,4.39,0.86,0.439,0.249,0.3,0.55,3.75,36.9,low,116,0.0,0.551,24,0,3.5e-05,3.4e-05,0.000236,28.912671,2.781647,2.640246,0.434439,0.221274,7e-06,0.406754,0.045657,0.26407,0.716481,0.00033,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,9.545341736870382e-05,8.279606522224954e-05,6.13706700800449e-05,0.06271506150075189,-0.015604,148
SYN0082,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,refine,1,B4,2026-01-12,glucose,nitrate,27.68,0.0,0.0,27.68,0.0,5.99,0.0,5.99,0.89,0.44,0.441,0.246,1.19,0.19,5.66,31.4,medium,179,0.0,0.434,72,0,0.028453,0.027047,0.217661,22.371528,5.124718,0.523025,0.145923,0.226171,0.007863,0.176684,0.059179,0.109728,0.345591,0.386437,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.07759817383976371,0.07636217945906805,0.06893679697705614,0.016077876767630277,0.063654,24
SYN0083,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,mini_bioreactor,exploit,2,B4,2026-01-27,sucrose,ammonium,0.0,15.16,0.0,15.16,2.9,0.0,0.0,2.9,3.92,1.46,0.425,0.19,0.2,0.37,4.88,37.1,medium,182,0.0,0.233,48,0,0.001192,0.001158,0.007433,11.682924,1.646708,2.638771,0.889553,0.190379,0.00049,0.211861,0.093173,0.150578,0.455613,0.016052,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.003250870671528427,0.002607725223716021,0.004295946905603142,0.029912480932497234,-0.004568,101
SYN0084,Neurospora crassa OR74A,Neurospora crassa,NC12,submerged,submerged,shake_flask,exploit,3,B3,2026-01-06,glucose,nitrate,25.49,0.0,0.0,25.49,0.0,5.72,0.0,5.72,3.77,0.59,0.062,0.471,1.88,1.11,5.21,28.7,low,110,0.0,0.66,24,0,0.019086,0.018643,0.146019,20.876179,3.882923,2.145717,0.36537,0.204139,0.005728,0.168958,0.064559,0.170679,0.404196,0.265386,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.052052112111402316,0.05122796037155787,0.05021874260264245,0.023447102714095787,0.04033,36
